index_raw	name	type	typecode	address	pname	cityname	adname	timestamp	longtitude	latitude
2175	??????????????	????;??;??	170200	011??	6	???	???	8/27/2019 17:13	115.2576816	35.73004368
2176	????????	????;????;??????	60703	???????????50?	6	???	???	8/28/2019 13:14	116.4360475	33.92935725
2177	???????	????;????;??????	60703	??????????????100?????????	6	???	???	8/28/2019 11:39	114.3958654	34.0452261
2179	???????	????;????;??????	60703	??????????????100??????	6	???	???	9/8/2019 3:03	114.3958645	34.04509113
2180	???????????	????;????;??????	60703	???79??	6	???	???	8/26/2019 12:27	114.0746193	32.12243321
2181	??????????	????;??????;??????	60000	????????????50?	6	????	??	8/28/2019 13:05	113.2032676	33.97302288
2182	??????????	????;????;????	60704	243??????????	6	???	???	9/1/2019 11:48	112.411393	34.11418674
2183	?????????(??)	????;????;??????	60703	???????????50?	6	???	???	8/30/2019 11:57	116.4360085	33.92855636
2185	???????????	????;????;??????	60703	[]	6	???	???	9/16/2019 20:27	112.4271026	33.47649579
2186	???????????	????;????;????	170000	[]	6	???	???	8/30/2019 9:59	111.8923315	33.03137125
2187	????	????;??;??	170200	??????????	6	???	??	8/15/2019 13:52	114.7732916	32.3738253
2189	?????????????	????;??;??	170200	???????????	6	???	???	8/26/2019 13:11	115.6364213	32.17365131
2190	????????	????;??;??	170200	?????????10???	6	???	???	9/11/2019 12:00	112.3945149	34.66262784
2191	???????????????(?????????????????)	????;??;????	170204	221???50?	6	???	???	8/15/2019 22:51	114.2055156	35.89567997
2192	??????????????	????;????;??????	60703	????123???	6	???	???	8/27/2019 11:56	111.6057211	33.78288362
2194	??????	????;??????;??????	70000	[]	6	???	???	9/6/2019 0:26	112.5328707	32.47820244
2195	??????????(??????)	????;??????;??????	60000	???????????100?	6	????	???	8/5/2019 16:24	113.3260154	32.72861312
2197	??????????????	????;????;??????	60703	?????	6	???	???	8/28/2019 11:28	112.4239753	33.49034811
2199	?????????????	?????????;?????????;?????????	130000	[]	6	???	???	8/28/2019 14:11	112.1669557	33.00121871
2200	?????????????	?????????;????;??????????	130104	?????????????	6	???	???	8/15/2019 22:43	112.4358352	33.48268736
2201	?????????????	?????????;????;??????????	130104	???69???	6	???	???	9/16/2019 18:22	112.3555839	32.52334629
2202	????????????	?????????;????;??????????	130104	???????????	6	???	???	9/17/2019 10:38	113.971307	34.71692191
2203	?????????	????;????;??????	60703	??????	6	???	???	8/26/2019 12:29	114.5295907	32.19576597
2204	?????????????	?????????;????;??????????	130104	???129??	6	???	???	8/26/2019 11:08	113.0114564	33.26270286
2205	????????????	?????????;????;??????????	130104	???58?	6	???	???	8/23/2019 10:26	112.0830154	32.67507885
2206	????????????	?????????;????;??????????	130104	???201	6	???	???	8/16/2019 13:35	115.127292	34.64582249
2207	?????????????	?????????;????;??????????	130104	???53??	6	???	???	8/15/2019 22:53	114.5878847	33.54753397
2208	????????????	?????????;????;??????????	130104	?????27?	6	???	???	8/15/2019 17:52	115.8590519	34.40396735
2209	????????	????;????;????	170000	??????4?	6	???	???	8/26/2019 11:36	114.0691634	33.55772832
2210	?????	????;??;??	170200	???????????????200?	6	???	?????	8/20/2019 13:27	113.8476775	34.73293096
2211	????????????	?????????;????;??????????	130104	????305?	6	???	???	8/15/2019 21:01	112.5819284	35.09304097
2212	???????????????????	?????????;????;??????????	130104	??????	6	???	???	9/7/2019 11:09	116.1296308	34.24219708
2213	?????????????????	????;????;??????	60703	????????????150?	6	???	???	9/9/2019 22:00	113.3761712	34.79672716
2214	??????????????????	????;??????;??????	60000	?????????100?	6	???	???	8/24/2019 14:23	114.529418	33.79463171
2215	??????????????	?????????;????;??????????	130104	????50?	6	???	???	8/15/2019 22:52	115.2191887	36.07741817
2216	????	????;????;??????	60703	?????50?(????)	6	???	???	8/27/2019 11:42	112.6062219	32.69155055
2217	???????????????	????;????;??????	60703	[]	6	???	???	9/16/2019 18:28	113.4441505	34.6742642
2218	?????????????	?????????;????;??????????	130104	????50?	6	???	???	9/15/2019 17:49	114.6347493	33.61051312
2219	???????????	????;??????;??????	60000	??????????????100?	6	???	???	9/16/2019 17:17	114.396372	34.05211244
2220	??????????????	?????????;????;??????????	130104	???????????100?	6	????	???	8/15/2019 22:58	111.8547122	34.75103435
2221	??????????????	?????????;????;??????????	130104	????1050?	6	???	???	8/26/2019 16:51	113.9907142	33.58601424
2222	????????????????	?????????;????;??????????	130104	???53??	6	???	???	8/15/2019 22:53	114.5878847	33.54753597
2223	??????????????	?????????;????;??????????	130104	????50?	6	???	???	9/6/2019 23:49	115.2191887	36.07741817
2224	???????????????	?????????;????;??????????	130103	????50?	6	???	???	8/28/2019 11:11	114.2033974	35.89721873
2225	?????????????	?????????;????;??????????	130105	????31?	6	???	???	9/13/2019 17:44	112.1570227	33.08219639
2226	????????????????	?????????;????;??????????	130104	????601???	6	???	???	8/28/2019 12:00	112.5865577	32.97711204
2227	??????????????????	?????????;????;??????????	130104	???226???	6	???	???	9/10/2019 23:06	112.4239008	33.49483892
2228	??????????????????	?????????;????;??????????	130104	????50?	6	???	???	8/15/2019 22:42	111.4810495	33.14847329
2229	??????????????	?????????;????;??????????	130105	106???50?	6	???	???	8/26/2019 16:33	115.0747028	32.04348259
2230	??????????????	?????????;????;??????????	130104	????248?	6	????	???	8/15/2019 22:37	113.0612664	33.86895565
2231	????????????????	?????????;????;??????????	130104	????372??	6	????	??	9/17/2019 10:57	113.3480296	33.61912873
2232	??????????????	?????????;????;??????????	130103	???????????????(??????????)??	6	???	???	9/9/2019 14:15	114.3529778	36.07752036
2233	????????????????	?????????;????;??????????	130104	???80?	6	???	?????	9/7/2019 20:56	113.6864981	34.75090949
2234	????????????????????	?????????;????;??????????	130104	???69???	6	???	???	9/9/2019 18:22	112.3555839	32.52334629
2235	???????????????	?????????;????;??????????	130104	????248?	6	????	???	8/15/2019 22:37	113.0612664	33.86895565
2236	???????????????????	?????????;????;??????????	130104	????50?	6	???	???	9/9/2019 14:04	115.217003	36.07264222
2237	?????????	????;??;??	170200	????????	6	???	???	9/8/2019 18:51	113.7832594	34.48596071
2238	????????????(???)	????;??;??	170200	221???50?	6	???	???	8/27/2019 19:56	114.2053213	35.89396719
2240	??????	????;??????;????	60306	???????100???	6	????	???	8/26/2019 12:25	110.8666631	34.50997814
2245	?????????	?????????;?????;??????	130506	??????????????	6	???	???	8/23/2019 13:19	114.3529618	36.07750039
2248	????	????;??????;??????	60603	??????????(????)	6	???	???	9/4/2019 14:34	112.1675816	34.81598184
2251	????(???????????)	????;??????;???	60602	????????????????	6	???	???	9/17/2019 11:09	114.3524466	36.07693132
2252	????	????;????;??????	60703	????????????100?	6	???	???	8/30/2019 11:43	112.6826685	34.40861008
2253	????(?????)	????;????;??????	60703	???59?	6	???	???	9/13/2019 10:28	114.390664	34.0623717
2254	????	????;????;??????	60703	????????????50?	6	???	???	8/19/2019 14:05	114.3988913	34.06309688
2257	?????	????;??????;??????	60000	????50?????????????????	6	???	???	8/30/2019 10:08	115.2194079	36.07776429
2258	????	????;??????;??????	60603	????31????????????????	6	???	???	8/27/2019 10:39	112.1569595	33.08235716
2259	???????	????;??????;??????	60603	????31????????????????	6	???	???	9/1/2019 10:35	112.1569826	33.0822243
2265	?????022?	????;????/???;????/???	60200	????50??????????????????	6	???	???	8/27/2019 9:48	111.4812521	33.14879566
2266	????(?????)	????;??????;??????	60301	????31????????????????	6	???	???	9/3/2019 16:13	112.1569997	33.08211641
2267	????????(????)	????;??????;??????	60603	?????????	6	???	???	8/1/2019 12:35	115.219172	36.07460978
2268	??????????(???)	????;??????;??????	60603	301????	6	???	???	8/1/2019 12:40	115.2186394	36.07532215
2270	????	????;????;??????	60703	????57??	6	???	???	8/28/2019 12:17	114.5206258	33.79473369
2271	???	????;??????;??????	60000	????????????50?	6	???	???	8/31/2019 20:39	112.8433028	32.68189497
2272	??????????????	????;???;???	70100	???598?	6	???	???	8/19/2019 15:16	116.4597427	33.92290623
2274	?????	????;??????;??????	60603	????200?	6	???	???	8/15/2019 16:22	115.2186714	36.07573308
2275	361?(??·?????A???)	????;?????;?????	60900	?????99??????A?	6	???	???	8/15/2019 21:01	112.5822945	35.09348563
2276	????????	????;??;??	170200	?????????	6	????	???	9/17/2019 13:47	111.207012	34.77987944
2302	???	????;????;????	170000	[]	9	???	???	8/24/2019 11:40	114.2374062	30.3727639
2303	????????	????;??;??	170200	????211???	9	???	???	9/5/2019 16:47	114.2025204	30.59550192
2304	?????	????;????;????	170000	?????????????	9	???	???	9/6/2019 18:05	114.3603304	29.85459983
2305	?????	????;????;????	170000	?????????????28?	9	???	???	9/3/2019 9:54	112.9013152	30.41555643
2306	?????	????;????;????	170000	106????	9	???	???	8/30/2019 13:02	114.8153405	30.84813412
2307	?????	????;??;??	170300	????325???????150?	9	???	???	8/22/2019 10:49	111.5661033	30.63262036
2308	????????	????;????;????	170000	??????63?	9	???	???	9/8/2019 18:53	113.7342228	31.02484412
2309	??????	????;??;??	170200	???15?	9	???	???	8/15/2019 12:51	112.2818887	30.31460727
2310	??????	????;??;??	170300	???82	9	???	???	8/9/2019 17:13	113.9304096	30.46275582
2311	??????	????;????;????	170000	???26?	9	???	???	8/3/2019 16:23	110.8028374	32.59190288
2312	???????	????;??;??	170300	318???50?	9	???	???	8/16/2019 16:09	114.5254748	30.88800439
2313	??????????	????;??;??	170300	????S13?????????150?	9	???	???	8/30/2019 10:07	113.4529476	29.84944871
2314	????????	????;??;??	170300	????????????150?	9	???	???	8/6/2019 15:12	112.4826031	31.46117255
2315	????????	????;??????;????????	170400	???19???	9	???	???	8/27/2019 18:53	113.9010391	30.52723178
2316	?????????????	????;??;??	170300	????????????100???	9	???	???	9/12/2019 14:01	112.0365226	31.40109696
2317	???????	????;??;??	170200	213???50?	9	???	???	8/15/2019 15:58	113.0977784	30.53669795
2318	?????????????	????;??;??	170300	?????????????50?	9	???	???	8/16/2019 16:09	114.4085715	30.87635198
2319	??????????	????;??;??	170300	?????150?	9	???	???	8/16/2019 16:09	114.5381792	30.91552448
2320	????????	????;????;????	170000	????????10?	9	???	???	8/19/2019 14:31	113.4327129	30.38025484
2321	????????????	????;??;??	170300	????????????50?	9	???	???	8/15/2019 23:00	111.829977	30.61597416
2322	?????????	????;????;????	170000	243???150?	9	???	???	8/28/2019 10:40	113.8116114	31.26817759
2323	??????????	????;??;??	170300	?????315??????100?	9	???	????	8/6/2019 14:43	115.2318354	30.14450411
2324	???????????????	????;??;??	170200	???18?	9	???	???	9/2/2019 16:03	112.7491903	32.0914204
2325	?????????	????;??;??	170200	201???50?	9	???	???	9/6/2019 10:59	115.5448701	30.54124948
2326	??????????????	????;??;??|????;??;??	170200|170300	???56?????	9	???	???	9/2/2019 12:10	114.3560827	30.88556133
2327	?????????	????;????;????	170000	?????????26?	9	???	???	8/24/2019 12:57	112.9011803	30.41549247
2328	??????	????;??;??	170300	?????50?	9	???	???	9/17/2019 13:24	111.1741517	30.67690749
2329	?????	????;????;????	170000	????50?	9	???	???	8/21/2019 19:16	115.1410804	30.21531267
2330	?????	????;??;??|????;??????;??????	170200|070000	?????????????100?	9	???	???	8/15/2019 12:11	112.1970772	32.13619883
2332	???????	????;????;????	170000	????150?	9	???	???	8/2/2019 17:56	114.4327736	30.71092061
2333	?????	????;??????;??????	70000	????????119?	9	???	???	8/31/2019 10:08	112.1799687	30.60994174
2334	???????	????;??????;??????	60000	????25??????	9	???	???	8/31/2019 7:47	112.9008934	30.41573748
2335	???????	????;????;????	170000	???194?	9	??????????	???	9/5/2019 20:15	109.468529	30.26981556
2336	?????????????	????;????;????	170000	?????50?	9	???	???	8/30/2019 11:04	111.438661	30.68014536
2337	????????	????;??;??	170300	????????	9	???	???	8/15/2019 12:46	110.7296227	32.65992004
2338	???????	????;????;????	170000	[]	9	???	???	9/1/2019 11:56	114.3146875	30.98982477
2339	?????????	????;??;??	170300	????????????	9	???	????	9/6/2019 15:33	110.9680312	32.5443543
2340	????????	????;????;????	170000	??????	9	???	???	8/15/2019 14:29	112.166906	32.08578754
2341	??????????	????;????;????	170000	????26	9	???	???	9/3/2019 17:26	113.8103729	29.2623252
2342	?????????????	????;??;??	170300	????45?	9	???	???	9/2/2019 22:51	114.0143171	30.45147951
2343	?????????	????;????;????	170000	?????????????	9	???	???	7/17/2019 9:09	114.1608221	30.33988939
2344	??????????	????;????;????	170000	[]	9	?????	?????	9/7/2019 17:19	110.3932536	31.47559449
2345	???????	????;??????;????	60501	????????	9	???	???	9/1/2019 10:40	114.9741466	30.23516044
2346	?????????	????;??;??	170300	312???150?	9	???	???	8/1/2019 17:42	115.2841595	30.60150047
2347	?????????????	????;??;??	170300	????????????50?	9	???	???	9/9/2019 13:50	112.2970202	30.16698153
2348	?????????????????	????;??;??	170300	???????297?	9	??????????	???	9/17/2019 12:17	109.7184548	30.59245354
2349	??????????????	????;??;??	170300	??????6?	9	???	???	8/10/2019 10:13	114.3725298	30.86180753
2350	?????????????	????;??;??	170200	?????????????????	9	???	???	8/21/2019 9:35	114.1105526	31.51785441
2351	???????	????;????;????	170000	???????200?	9	???	???	8/1/2019 17:34	110.7762757	32.60995829
2352	??????????	????;??;??	170300	???1???	9	???	???	8/16/2019 0:18	112.1642839	32.06214736
2353	??????????	????;??;??	170300	????23?	9	???	???	8/13/2019 13:05	112.1382886	32.07160737
2354	??????????	????;??;??	170200	???????????	9	???	???	9/5/2019 16:38	114.8244557	30.41895079
2355	????	????;??;??	170200	??????????????100?	9	???	???	8/1/2019 15:59	114.7893538	30.83756789
2356	????????	????;??;??	170300	????479??	9	???	???	9/7/2019 20:20	111.4385989	30.68032617
2357	?????????	????;????;??????	60703	????????????100?	9	???	????	8/30/2019 13:00	110.9754948	32.53828668
2358	?????	????;????;????	170000	??????????	9	???	???	9/4/2019 18:18	115.2588871	30.46313631
2359	????????????	????;??;??	170200	???3?	9	???	???	9/16/2019 14:30	114.336159	30.655495
2360	??????????????	????;??;??	170300	????106?	9	???	???	9/3/2019 16:36	114.4149554	30.78511516
2361	???????????????	????;??;??	170200	?????????????150?	9	???	???	8/28/2019 13:29	112.243596	30.30614843
2362	??????????????	????;????;????	170000	056???50?	9	??????????	???	8/28/2019 13:27	110.1683782	30.47622897
2363	??????????????	?????????;?????????;?????????	130000	?????????????150?	9	???	???	8/28/2019 13:16	111.7697054	30.1649882
2364	??????????????	?????????;?????????;?????????	130000	???89?	9	???	???	9/16/2019 16:42	110.2251725	32.22867682
2365	?????????	????;????;????	170000	S315(????)	9	???	????	9/17/2019 12:47	115.2318033	30.14456509
2366	???????????????	????;??;??	170200	????????????????	9	???	???	8/29/2019 12:17	112.3403968	30.34438326
2367	????????????????	????;??;????	170204	?????5?	9	???	???	8/22/2019 11:34	114.3522284	30.67024765
2368	??????????????	????;??;??	170300	????75	9	???	???	8/16/2019 16:08	114.2209656	30.88016418
2369	???????????????	????;??;??	170300	???????????50?	9	???	???	8/16/2019 16:08	114.3669467	31.21107156
2370	?????????????	????;??;??	170200	???????????50?	9	???	???	8/16/2019 16:08	114.3669457	31.21106957
2371	?????????????????	????;??;????	170204	?????1?(???????)	9	???	???	8/20/2019 13:26	114.312704	30.64317292
2372	???????????	????;??;??	170200	?????(107???)	9	???	???	8/20/2019 0:27	111.5666129	30.6322561
2374	???????	????;??;??	170300	???65?	9	???	???	9/9/2019 15:32	114.0208466	30.59074635
2378	?????????	????;??;??	170300	[]	9	???	???	8/1/2019 15:07	112.6798149	32.11534851
2380	??????????	????;??;??	170300	????170?	9	???	???	8/21/2019 16:58	114.2977894	30.34926384
2381	????????(??????)	????;??????;??????	60000	????50?	9	???	???	8/23/2019 13:22	112.1550803	32.04774094
2383	?????????	????;??;??	170300	[]	9	???	???	8/1/2019 15:07	112.6798149	32.11534851
2388	????	????;??;??	170300	??????????????150?	9	???	???	8/3/2019 10:42	114.4336802	30.48635312
2389	????????(??????)	????;??????;??????	60000	????50?	9	???	???	8/23/2019 13:22	112.1550803	32.04774094
2390	??????????	????;????;??????	60703	???404??	9	???	???	8/29/2019 13:22	113.8287258	30.56707656
2392	??????????	????;??;??	170200	???????????100?	9	???	???	8/13/2019 15:05	114.5726808	30.66876352
2393	???????	????;??;??	170300	?????22?	9	???	???	8/26/2019 17:05	113.5194899	31.39262342
2395	??????????	????;??????;??????	60000	????????????50?	9	???	???	8/23/2019 11:57	113.970505	31.2472427
2397	??????????	?????????;????;??????????	130104	?????????32?	9	???	???	8/19/2019 13:32	112.8926619	30.42076066
2398	??????????	?????????;????;??????????	130105	?????50?	9	???	???	8/28/2019 12:00	114.4363992	31.10757126
2399	???????????????(???)	????;??????;??????	60000	?????131??	9	???	???	9/3/2019 13:12	113.3512408	31.73428764
2404	??????????	?????????;?????????;?????????	130000	???????????100?	9	???	???	8/20/2019 14:30	112.5127709	30.76598851
2405	??????????	?????????;????;??????????	130105	019???50?	9	???	??	9/10/2019 17:39	113.124928	31.97210168
2406	????????????	?????????;????;??????????	130104	????2??????????????	9	???	???	8/7/2019 17:01	111.7493243	30.44267165
2407	???????????	?????????;????;??????	130100	???????51????????????	9	???	???	9/3/2019 0:15	113.678619	31.25672227
2408	????????????	?????????;????;??????????	130105	????101???	9	???	??	8/30/2019 18:02	113.2335848	31.53597562
2409	??????????????	?????????;????;??????????	130104	????186?2?	9	???	???	9/17/2019 15:39	114.2554893	30.57136558
2410	?????????????	?????????;????;??????????	130104	???152?	9	???	???	8/20/2019 15:03	113.3706152	31.71243371
2411	????????????	?????????;????;??????????	130104	?????????????50?	9	???	???	8/22/2019 11:25	113.5728478	30.94256954
2412	????????????	?????????;????;??????????	130104	???12?	9	???	???	9/8/2019 10:01	111.3291338	30.77694187
2413	????????????	?????????;????;??????????	130104	?????????????100?	9	???	???	8/6/2019 13:32	113.7994859	29.24734163
2415	??????????????	?????????;????;??????????	130104	????231???	9	???	???	9/7/2019 10:45	113.105402	31.0229493
2416	??????????????	?????????;????;??????	130400	????15???	9	???	???	8/22/2019 9:49	113.4773919	29.81796281
2417	??????????????	?????????;????;??????????	130104	???14?	9	???	???	8/9/2019 15:56	112.585922	30.71405912
2418	??????????????	?????????;????;??????????	130104	????????????100?	9	???	???	8/20/2019 15:46	111.6454481	32.2647258
2419	??????????????	?????????;????;??????????	130104	???74?????????????	9	???	???	8/16/2019 0:18	111.8381478	31.77638897
2422	?????????????????(??)	????;????;??????	60703	???????????50?	9	???	??	9/7/2019 13:43	110.7393957	32.06004413
2423	??????????????	?????????;????;??????????	130105	243????	9	???	???	8/26/2019 1:06	113.5192333	31.2909464
2424	??????????????	?????????;?????????;?????????	130000	G318(????)	9	???	???	8/27/2019 11:29	113.4288094	30.35730371
2426	?????????????????	?????????;?????????;?????????	130000	S107(????)	9	???	???	9/13/2019 20:00	112.1801782	30.60989514
2427	??????????????	?????????;?????????;?????????	130000	?????????	9	???	???	8/23/2019 12:07	114.3232463	30.36186506
2428	??????????????	?????????;????;??????????	130103	???83-1?	9	???	???	8/20/2019 18:44	113.9130407	30.92911978
2429	??????????????	?????????;????;??????????|?????????;????;??????????	130103|130104	????????44?	9	???	???	9/9/2019 11:11	112.5776602	31.17141553
2430	??????????????	?????????;????;??????????	130105	??30?	9	???	??	9/3/2019 13:35	113.0741986	31.49462917
2431	????????????????	?????????;????;??????????	130104	????214?	9	???	???	8/26/2019 17:15	114.5075629	29.60651866
2432	?????????????????	?????????;????;??????????	130104	?????????320?	9	???	???	8/5/2019 11:30	113.9028851	30.9180176
2433	??????????????	?????????;????;??????????	130105	318???50?	9	???	???	9/11/2019 11:13	114.5254748	30.88800439
2434	??????????????	?????????;????;??????????	130105	????108???	9	???	???	8/16/2019 16:09	114.4150395	30.78505826
2436	????????????????	?????????;????;??????????	130104	????167???	9	???	???	8/5/2019 11:31	115.3924619	30.78374743
2437	???????????????????????	?????????;????;??????????	130104	????????????50?	9	???	???	8/20/2019 15:12	115.0240964	31.18090811
2438	?????????????	?????????;????;??????????	130104	???178??	9	???	???	9/11/2019 12:36	111.7850322	30.17505953
2439	??????????????	????;??;??	170200	?????????25?	9	???	???	8/30/2019 11:24	112.9009144	30.41533456
2440	???????????????	?????????;????;??????????	130104	???67?	9	???	????	8/16/2019 0:19	111.6811048	32.39504457
2441	????????????????	?????????;????;??????????	130104	???167?	9	???	???	8/16/2019 0:18	111.2607672	31.87232083
2442	???????????????????????	?????????;????;??????	130100	????????????150?	9	???	???	9/17/2019 11:21	114.3258666	29.85159414
2443	?????????????	????;??;??	170200	????????????8???	9	???	???	9/17/2019 14:24	110.7841594	32.66888327
2444	?????????????	????;??;??	170200	????	9	???	???	9/16/2019 16:12	112.1659607	32.08561673
2446	????	????;??????;??????	60000	???????????66?	9	???	???	8/20/2019 15:34	114.2797466	29.88167683
2448	????(????????????)	????;????;????	70500	G316(???)	9	???	??	9/3/2019 13:56	113.1209556	31.97048159
2449	????(???????????)	????;??????;??????	60603	003???316??????100?	9	???	??	8/31/2019 14:12	113.1227284	31.97151788
2453	????(????????????)	????;????/???;????/???	60200	003???316??????50?	9	???	??	9/17/2019 14:06	113.1225774	31.97048546
2454	????(???????????)	????;????;????	70500	003???316??????150?	9	???	??	8/7/2019 11:34	113.121363	31.97078713
2456	??????(????????????)	????;??????;??????	60000	003???316???????50?	9	???	??	8/20/2019 20:20	113.122259	31.97050409
2457	?????(????????????)	????;????/???;????/???	60200	003???316???????50?	9	???	??	8/16/2019 15:29	113.1224212	31.97047527
2463	????????????	????;??????;??????	70000	?????????	9	???	???	8/28/2019 13:17	114.3096883	30.69403552
2465	???	????;??????;??????	60000	"????25?(?????,????????)"	9	???	???	9/12/2019 11:06	112.9007845	30.4157555
2467	??????????????	?????????;??????;??????|?????????;????;??????????	130601|130105	????????B?5?	9	??????????	???	9/4/2019 13:29	110.2995567	31.21727968
2468	????	????;??????;??????	60000	?????????25?(?????)	9	???	???	8/20/2019 14:49	112.9006695	30.41571853
2469	????	????;?????;?????	60900	????181?(??????????????????)	9	???	???	8/31/2019 14:36	115.3950766	30.78383304
2470	?????????	????;????;??????	60703	????395???	9	???	???	9/17/2019 14:28	114.3676106	30.86937343
2471	??(?????)	????;?????;?????	60900	????32?(????????)	9	???	???	8/30/2019 22:48	112.8922289	30.42110751
2474	???????????	?????????;????;????????????	130106	????????????100?	9	???	???	9/4/2019 14:16	114.4212145	30.7812052
2475	??????	?????????;????;????????????	130106	????????????100?	9	???	???	8/29/2019 11:34	114.4212145	30.7812052
2522	?????	????;??;??	170300	[]	12	???	???	9/14/2019 13:41	113.0857632	28.31840181
2523	?????	????;????;????	170000	[]	12	???	???	8/15/2019 12:33	113.0471801	28.06992821
2524	????	????;????;????	170000	??????	12	??????????	???	9/3/2019 0:45	109.8484764	28.9974594
2525	????	????;??;??	170200	???????	12	???	????	9/7/2019 10:21	113.1398299	29.3774128
2526	?????	????;????;????	170000	????	12	???	???	8/15/2019 10:37	111.2617237	26.99792702
2527	??????	????;????;????	170000	[]	12	???	???	9/4/2019 10:25	112.9001232	25.76413378
2528	?????	????;????;????	170000	??????	12	???	???	9/7/2019 2:02	111.6232254	27.27086732
2529	?????	????;??;??	170300	??????	12	??????????	???	8/22/2019 19:48	109.4376307	29.44758108
2530	??????	????;????;????	170000	????????113?	12	???	???	9/7/2019 2:58	111.7322625	27.23941806
2531	??????????	????;??;??	170300	????50?	12	??????????	???	8/30/2019 14:15	109.8362627	28.98934166
2532	????????	????;??;??	170300	209???50?	12	??????????	???	8/15/2019 20:13	109.5219477	28.61141908
2533	??????????	????;????;????	170000	322???50?	12	???	???	8/26/2019 13:12	112.3964425	25.63279463
2534	???????????	????;????;????	170000	[]	12	???	???	8/26/2019 12:32	111.8496409	29.58816431
2535	???????	????;????;????	170000	G56???????50?	12	??????????	???	8/30/2019 12:51	109.5979885	27.98116386
2536	????????	????;????;????	170000	????100?	12	???	???	8/27/2019 10:07	111.8595905	29.59196682
2537	??????????	????;??;??	170300	????230???50?	12	????	???	8/27/2019 18:38	110.1375597	29.39748321
2538	??????????	????;??;??	170300	?????150?	12	???	???	8/21/2019 16:29	111.3972841	29.60006321
2539	??????????	????;??;??	170300	106???100?	12	???	???	9/10/2019 15:12	113.7425967	26.48972359
2540	??????????	????;??;??	170200	?????????113?	12	???	???	8/5/2019 10:58	113.0013028	29.45761277
2541	????????	????;??;??	170300	????????????100?	12	???	???	8/28/2019 17:04	112.8799851	28.68362574
2542	??????	????;????;????	170000	???075	12	???	?????????	8/29/2019 23:12	109.6923161	26.5830682
2543	????????????	????;??;??	170300	[]	12	???	???	9/17/2019 10:15	113.1502291	27.73332239
2544	??????	????;????;????	170000	???	12	??????????	???	8/27/2019 15:19	109.8438666	28.99655836
2545	???????????	????;????;????	170000	320???50?	12	???	???	9/17/2019 10:17	112.6189953	27.79062904
2546	?????????????????	????;??;??	170300	?????????(??????)	12	???	???	9/8/2019 14:26	112.5326215	27.74856288
2547	?????????	????;????;????	170000	[]	12	???	??	8/12/2019 16:17	111.7797601	29.6558875
2548	?????????????????	????;??;??	170200	???????926??96??????	12	???	???	9/8/2019 10:19	111.2815798	27.00210936
2549	???????	????;????;????	170000	??????????????	12	???	???	9/2/2019 15:34	112.7164052	25.62256174
2551	?????	????;????;????	170000	????????	12	???	???	8/31/2019 11:08	113.5376258	26.80471461
2552	??????????	????;??;??	170300	034???50?	12	???	???	9/16/2019 20:16	113.5663045	28.12130408
2553	????????	????;????;????	170000	[]	12	???	???	9/3/2019 10:22	113.6243149	28.13804368
2554	??????????	????;??;??	170300	?????50?	12	???	???	8/25/2019 15:19	112.3292469	28.76585769
2555	??????????	????;????;????	170000	????????	12	???	???	8/15/2019 10:24	111.9828384	27.73821573
2556	??????(?????)	????;??;??	170300	322???50?	12	???	????	9/1/2019 13:16	111.7637157	26.4505593
2557	?????	????;??;??	170200	207???50?	12	???	???	9/10/2019 23:06	111.4421079	27.21374273
2558	??????????????	????;??;??	170300	?????	12	???	???	9/3/2019 15:12	113.0209557	25.82791142
2559	??????	????;????;????	170000	????232???	12	???	???	8/18/2019 10:25	109.9511305	27.55604173
2560	????????	????;??;??	170300	????16	12	???	???	8/1/2019 16:12	113.616071	28.15531808
2561	??????????	????;??;??	170300	???28???	12	???	???????	8/25/2019 19:10	109.8080417	27.88003355
2562	??????	????;????;????	170000	[]	12	????	???	8/15/2019 10:44	110.5197783	29.1312083
2564	??????????	????;????;????	170000	[]	12	???	???	8/2/2019 16:31	112.5210718	26.98629884
2565	??????????	????;????;??????	60703	????100?	12	???	???	8/5/2019 22:53	113.0874995	27.8941295
2566	?????????????	????;??;??	170300	217???50?	12	???	????	9/16/2019 16:05	111.5770925	26.48727882
2567	??????????	????;????;????	170000	???	12	???	???	8/29/2019 11:54	110.5305192	26.98466757
2568	???????????	????;????;????	170000	??????16?	12	???	???	9/17/2019 11:03	112.3620897	28.60396228
2569	????????????	????;????;????	170000	045???100?	12	???	???	8/15/2019 14:24	112.2026399	25.8761742
2570	????????????	????;????;????	170000	[]	12	???	???	8/1/2019 23:53	112.7861402	28.38082519
2571	????????????	?????????;?????????;?????????	130000	????????????50?	12	???	???	8/24/2019 10:11	113.1171925	29.14704634
2572	??????????	????;??;??	170200	106???100?	12	???	???	8/6/2019 9:55	113.6673255	27.8188015
2573	???????????	????;??;??	170200	?????????????250?	12	???	???	9/1/2019 9:35	110.6511333	26.75348188
2574	???????	????;??????;????	60501	???	12	???	???	9/10/2019 9:18	111.6401818	27.51672358
2575	?????	????;????;????	170000	057???50?	12	???	???	8/2/2019 15:38	112.8569455	28.71521263
2576	???????????	????;????;??????	60703	???136???	12	???	???	8/30/2019 10:13	113.142883	27.84678593
2577	???????	????;????;????	170000	????	12	???	???	9/3/2019 0:47	113.6277874	28.16283003
2578	?????????????	????;??;??	170200	????	12	???	???	9/1/2019 17:32	112.7381479	25.7098783
